time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-07 00:00:00+00:00,38.0,16.0,91,6
2022-11-08 00:00:00+00:00,26.0,11.0,154,4
2022-11-09 00:00:00+00:00,106.0,36.0,185,6
2022-11-10 00:00:00+00:00,74.0,24.0,77,3
2022-11-11 00:00:00+00:00,8.0,5.0,57,2
2022-11-13 00:00:00+00:00,,,1,1
2022-11-14 00:00:00+00:00,,,8,2
2022-11-15 00:00:00+00:00,,,7,2
2022-11-16 00:00:00+00:00,73.0,26.0,417,4
2022-11-17 00:00:00+00:00,138.0,46.0,350,5
2022-11-18 00:00:00+00:00,32.0,13.0,49,3
